,Crop,Crop_Year,Season,State,Annual_Rainfall,Yield,Fertilizer_per_ha,Pesticide_per_ha
2321,dry chillies,2007,summer,karnataka,1323.3,3.404,133.4,0.16
2322,garlic,2007,whole year,karnataka,1323.3,1.284285714,133.4,0.16
2323,ginger,2007,whole year,karnataka,1323.3,19.98210526,133.4,0.16
2324,gram,2007,rabi,karnataka,1323.3,0.580833333,133.4,0.16
2325,groundnut,2007,kharif,karnataka,1323.3,0.732592593,133.4,0.16
2326,groundnut,2007,rabi,karnataka,1323.3,0.964285714,133.39999999999998,0.16
2327,horse-gram,2007,kharif,karnataka,1323.3,0.563333333,133.4,0.16
2328,horse-gram,2007,rabi,karnataka,1323.3,0.490714286,133.4,0.16
2329,jowar,2007,kharif,karnataka,1323.3,1.456666667,133.4,0.16
2330,jowar,2007,rabi,karnataka,1323.3,1.0625,133.4,0.16
2331,jowar,2007,summer,karnataka,1323.3,1.999166667,133.4,0.16
2332,linseed,2007,rabi,karnataka,1323.3,0.406153846,133.4,0.16
2333,maize,2007,kharif,karnataka,1323.3,3.112962963,133.4,0.16
2334,maize,2007,rabi,karnataka,1323.3,3.109230769,133.4,0.16
2335,maize,2007,summer,karnataka,1323.3,3.179259259,133.4,0.16
2336,mesta,2007,whole year,karnataka,1323.3,1.554,133.4,0.16
2337,moong(green gram),2007,kharif,karnataka,1323.3,0.217391304,133.4,0.16
2338,moong(green gram),2007,rabi,karnataka,1323.3,0.344666667,133.4,0.16
2339,niger seed,2007,kharif,karnataka,1323.3,0.349166667,133.4,0.16
2340,onion,2007,kharif,karnataka,1323.3,6.5028,133.4,0.16
2341,onion,2007,rabi,karnataka,1323.3,8.509047619,133.4,0.16
2342,onion,2007,summer,karnataka,1323.3,7.833809524,133.4,0.16
2343,other  rabi pulses,2007,rabi,karnataka,1323.3,0.269642857,133.4,0.16
2344,other kharif pulses,2007,kharif,karnataka,1323.3,0.766153846,133.4,0.16
2345,potato,2007,kharif,karnataka,1323.3,5.07,133.4,0.15999999999999998
2346,potato,2007,rabi,karnataka,1323.3,12.32909091,133.4,0.16
2347,potato,2007,summer,karnataka,1323.3,15.924,133.4,0.16
2348,ragi,2007,kharif,karnataka,1323.3,1.458095238,133.4,0.16
2349,ragi,2007,rabi,karnataka,1323.3,1.866,133.39999999999998,0.15999999999999998
2350,ragi,2007,summer,karnataka,1323.3,2.034,133.4,0.15999999999999998
2351,rapeseed &mustard,2007,kharif,karnataka,1323.3,0.341875,133.4,0.16
2352,rice,2007,kharif,karnataka,1323.3,2.567586207,133.4,0.16
2353,rice,2007,rabi,karnataka,1323.3,2.255333333,133.4,0.16
2354,rice,2007,summer,karnataka,1323.3,2.846923077,133.4,0.16
2355,safflower,2007,rabi,karnataka,1323.3,0.817142857,133.39999999999998,0.15999999999999998
2356,sannhamp,2007,whole year,karnataka,1323.3,0.243333333,133.4,0.16
2357,sesamum,2007,kharif,karnataka,1323.3,0.565185185,133.39999999999998,0.16
2358,small millets,2007,kharif,karnataka,1323.3,0.465238095,133.4,0.16
2359,soyabean,2007,kharif,karnataka,1323.3,0.8475,133.4,0.16
2360,sugarcane,2007,whole year,karnataka,1323.3,83.41653846,133.4,0.16
2361,sunflower,2007,kharif,karnataka,1323.3,0.516153846,133.4,0.16
2362,sunflower,2007,rabi,karnataka,1323.3,0.66,133.4,0.16
2363,sunflower,2007,summer,karnataka,1323.3,1.057142857,133.4,0.16
2364,sweet potato,2007,whole year,karnataka,1323.3,6.37625,133.4,0.16
2365,tapioca,2007,whole year,karnataka,1323.3,9.747142857,133.4,0.16
2366,tobacco,2007,whole year,karnataka,1323.3,0.46,133.4,0.15999999999999998
2367,turmeric,2007,whole year,karnataka,1323.3,7.861111111,133.4,0.16
2368,urad,2007,kharif,karnataka,1323.3,0.423913043,133.39999999999998,0.16
2369,urad,2007,rabi,karnataka,1323.3,0.367692308,133.4,0.16
2370,wheat,2007,rabi,karnataka,1323.3,1.018,133.4,0.16
2372,banana,2007,whole year,kerala,3489.6,7.534285714,133.4,0.16
2373,black pepper,2007,whole year,kerala,3489.6,0.19,133.4,0.16
2374,cardamom,2007,whole year,kerala,3489.6,0.047272727,133.4,0.16
2375,cashewnut,2007,whole year,kerala,3489.6,0.579285714,133.4,0.15999999999999998
2377,cotton(lint),2007,kharif,kerala,3489.6,0.65,133.4,0.16
2378,garlic,2007,whole year,kerala,3489.6,17.0,133.4,0.16
2379,ginger,2007,whole year,kerala,3489.6,3.017142857,133.4,0.16
2380,groundnut,2007,kharif,kerala,3489.6,0.87,133.4,0.16
2381,jowar,2007,kharif,kerala,3489.6,0.6425,133.4,0.16
2382,other cereals,2007,kharif,kerala,3489.6,0.853333333,133.4,0.16
2383,ragi,2007,kharif,kerala,3489.6,0.968333333,133.4,0.16
2384,rice,2007,autumn,kerala,3489.6,2.07,133.39999999999998,0.16
2385,rice,2007,summer,kerala,3489.6,2.335714286,133.4,0.16
2386,rice,2007,winter,kerala,3489.6,2.252857143,133.4,0.15999999999999998
2387,sesamum,2007,kharif,kerala,3489.6,0.305,133.4,0.16
2388,sugarcane,2007,whole year,kerala,3489.6,37.17272727,133.4,0.16
2389,sweet potato,2007,whole year,kerala,3489.6,11.49785714,133.4,0.16
2390,tapioca,2007,whole year,kerala,3489.6,29.41142857,133.4,0.16
2391,tobacco,2007,whole year,kerala,3489.6,1.6,133.4,0.16
2392,turmeric,2007,whole year,kerala,3489.6,2.167857143,133.4,0.16
2394,arhar/tur,2007,whole year,tamil nadu,1067.2,0.73375,133.4,0.16
2395,bajra,2007,whole year,tamil nadu,1067.2,1.6084,133.4,0.16
2396,banana,2007,whole year,tamil nadu,1067.2,48.00758621,133.4,0.16
2397,black pepper,2007,whole year,tamil nadu,1067.2,0.145333333,133.4,0.16
2398,cardamom,2007,whole year,tamil nadu,1067.2,0.078,133.4,0.16
2399,cashewnut,2007,whole year,tamil nadu,1067.2,0.548148148,133.4,0.16
2400,castor seed,2007,whole year,tamil nadu,1067.2,0.344782609,133.4,0.16
2402,coriander,2007,whole year,tamil nadu,1067.2,0.385909091,133.4,0.16
2403,cotton(lint),2007,whole year,tamil nadu,1067.2,2.013928571,133.4,0.16
2404,dry chillies,2007,whole year,tamil nadu,1067.2,0.627586207,133.39999999999998,0.16
2405,garlic,2007,whole year,tamil nadu,1067.2,5.763333333,133.4,0.16
2406,ginger,2007,whole year,tamil nadu,1067.2,18.97857143,133.4,0.16
2407,gram,2007,whole year,tamil nadu,1067.2,0.5575,133.4,0.16
2408,groundnut,2007,whole year,tamil nadu,1067.2,1.850357143,133.4,0.16
2409,horse-gram,2007,whole year,tamil nadu,1067.2,0.4488,133.4,0.16
2410,jowar,2007,whole year,tamil nadu,1067.2,1.0528,133.4,0.16
2411,maize,2007,whole year,tamil nadu,1067.2,4.077307692,133.4,0.16
2412,moong(green gram),2007,whole year,tamil nadu,1067.2,0.414285714,133.39999999999998,0.16
2413,onion,2007,whole year,tamil nadu,1067.2,9.574347826,133.4,0.15999999999999998
2414,potato,2007,whole year,tamil nadu,1067.2,17.018,133.4,0.15999999999999998
2415,ragi,2007,whole year,tamil nadu,1067.2,1.996538462,133.4,0.16
2416,rapeseed &mustard,2007,whole year,tamil nadu,1067.2,0.204545455,133.4,0.16
2417,rice,2007,kharif,tamil nadu,1067.2,3.213793103,133.4,0.16
2418,sesamum,2007,whole year,tamil nadu,1067.2,0.434814815,133.4,0.16
2419,small millets,2007,kharif,tamil nadu,1067.2,0.956956522,133.4,0.16
2421,sunflower,2007,whole year,tamil nadu,1067.2,1.513076923,133.4,0.16
2422,sweet potato,2007,whole year,tamil nadu,1067.2,13.7055,133.4,0.16
2423,tapioca,2007,whole year,tamil nadu,1067.2,42.09785714,133.4,0.16
2424,tobacco,2007,whole year,tamil nadu,1067.2,1.4625,133.4,0.16
2425,turmeric,2007,whole year,tamil nadu,1067.2,5.253846154,133.4,0.15999999999999998
2426,urad,2007,whole year,tamil nadu,1067.2,0.397857143,133.4,0.16
2428,arhar/tur,2007,rabi,west bengal,2007.5,0.802307692,133.39999999999998,0.16
2429,bajra,2007,kharif,west bengal,2007.5,0.36,133.4,0.16
2430,barley,2007,rabi,west bengal,2007.5,1.213333333,133.4,0.15999999999999998
2432,cotton(lint),2007,kharif,west bengal,2007.5,2.47,133.4,0.16
2433,dry chillies,2007,whole year,west bengal,2007.5,1.453888889,133.4,0.16
2434,garlic,2007,kharif,west bengal,2007.5,10.53722222,133.4,0.16
2435,ginger,2007,kharif,west bengal,2007.5,1.799444444,133.4,0.16
2436,gram,2007,rabi,west bengal,2007.5,0.873333333,133.4,0.16
2437,groundnut,2007,kharif,west bengal,2007.5,1.014,133.4,0.16
2438,groundnut,2007,rabi,west bengal,2007.5,1.619166667,133.4,0.16
2439,groundnut,2007,summer,west bengal,2007.5,1.543888889,133.4,0.16
2440,horse-gram,2007,rabi,west bengal,2007.5,0.506,133.4,0.16
2441,jowar,2007,kharif,west bengal,2007.5,0.46,133.4,0.16
2442,jute,2007,kharif,west bengal,2007.5,14.07352941,133.4,0.16
2443,khesari,2007,rabi,west bengal,2007.5,0.737647059,133.4,0.16
2444,linseed,2007,rabi,west bengal,2007.5,0.278571429,133.4,0.16
2445,maize,2007,kharif,west bengal,2007.5,1.775454545,133.4,0.16
2446,maize,2007,rabi,west bengal,2007.5,3.295,133.4,0.16
2447,maize,2007,summer,west bengal,2007.5,2.845294118,133.4,0.16
2448,masoor,2007,rabi,west bengal,2007.5,0.703125,133.4,0.16
2449,mesta,2007,kharif,west bengal,2007.5,7.864,133.4,0.15999999999999998
2450,moong(green gram),2007,kharif,west bengal,2007.5,0.58,133.39999999999998,0.16
2451,moong(green gram),2007,rabi,west bengal,2007.5,0.697,133.4,0.16
2452,moong(green gram),2007,summer,west bengal,2007.5,0.783125,133.4,0.16
2453,niger seed,2007,kharif,west bengal,2007.5,0.518333333,133.39999999999998,0.16
2454,other kharif pulses,2007,kharif,west bengal,2007.5,0.526,133.4,0.16
2455,peas & beans (pulses),2007,rabi,west bengal,2007.5,0.779375,133.39999999999998,0.16
2456,potato,2007,whole year,west bengal,2007.5,22.28666667,133.4,0.16
2457,ragi,2007,kharif,west bengal,2007.5,0.722,133.4,0.16
2458,rapeseed &mustard,2007,rabi,west bengal,2007.5,0.771666667,133.4,0.16
2459,rice,2007,autumn,west bengal,2007.5,1.956111111,133.4,0.16
2460,rice,2007,summer,west bengal,2007.5,3.048888889,133.4,0.16
2461,rice,2007,winter,west bengal,2007.5,2.261666667,133.4,0.16
2462,safflower,2007,rabi,west bengal,2007.5,1.088888889,133.4,0.16
2463,sannhamp,2007,kharif,west bengal,2007.5,5.4375,133.4,0.16
2464,sesamum,2007,autumn,west bengal,2007.5,0.640769231,133.4,0.16
2465,sesamum,2007,summer,west bengal,2007.5,0.807058824,133.4,0.16
2466,sesamum,2007,winter,west bengal,2007.5,0.559090909,133.4,0.16
2467,small millets,2007,kharif,west bengal,2007.5,0.636,133.4,0.16
2468,small millets,2007,rabi,west bengal,2007.5,1.265,133.4,0.16
2469,soyabean,2007,kharif,west bengal,2007.5,0.5975,133.39999999999998,0.16
2471,sunflower,2007,kharif,west bengal,2007.5,1.204,133.4,0.16
2472,tobacco,2007,whole year,west bengal,2007.5,0.796666667,133.4,0.16
2473,turmeric,2007,whole year,west bengal,2007.5,2.099444444,133.4,0.16
2474,urad,2007,kharif,west bengal,2007.5,0.617222222,133.4,0.16
2475,urad,2007,rabi,west bengal,2007.5,0.7375,133.4,0.16
2476,wheat,2007,rabi,west bengal,2007.5,2.452222222,133.4,0.16
2478,bajra,2008,kharif,puducherry,1434.5875,1.71,143.04,0.09
2479,bajra,2008,summer,puducherry,1434.5875,2.0,143.04000000000002,0.09
2480,banana,2008,kharif,puducherry,1434.5875,26.55666667,143.04,0.09
2481,black pepper,2008,kharif,puducherry,1434.5875,0.67,143.04,0.09000000000000001
2482,cashewnut,2008,kharif,puducherry,1434.5875,0.943333333,143.04,0.09
2484,coriander,2008,rabi,puducherry,1434.5875,0.5,143.04,0.09
2485,cotton(lint),2008,summer,puducherry,1434.5875,0.81,143.04,0.09000000000000001
2486,dry chillies,2008,kharif,puducherry,1434.5875,1.0,143.04,0.09
2487,dry chillies,2008,rabi,puducherry,1434.5875,1.0,143.04,0.09
2488,dry chillies,2008,summer,puducherry,1434.5875,1.0,143.04,0.09
2489,groundnut,2008,kharif,puducherry,1434.5875,1.95,143.04,0.09
2490,groundnut,2008,rabi,puducherry,1434.5875,1.675,143.04000000000002,0.09
2491,groundnut,2008,summer,puducherry,1434.5875,1.595,143.04,0.09
2492,jowar,2008,kharif,puducherry,1434.5875,1.5,143.04,0.09
2493,moong(green gram),2008,rabi,puducherry,1434.5875,0.6,143.04000000000002,0.09
2494,moong(green gram),2008,summer,puducherry,1434.5875,0.37,143.04,0.09
2495,other  rabi pulses,2008,rabi,puducherry,1434.5875,0.91,143.04,0.09
2496,other  rabi pulses,2008,summer,puducherry,1434.5875,1.0,143.04,0.09000000000000001
2497,other kharif pulses,2008,kharif,puducherry,1434.5875,1.0,143.04,0.09
2498,ragi,2008,kharif,puducherry,1434.5875,1.775,143.04000000000002,0.09
2499,ragi,2008,rabi,puducherry,1434.5875,2.25,143.04,0.09
2500,ragi,2008,summer,puducherry,1434.5875,3.0,143.04,0.09
2501,rice,2008,kharif,puducherry,1434.5875,3.0,143.04,0.09
2502,rice,2008,rabi,puducherry,1434.5875,2.82,143.04,0.09
2503,rice,2008,summer,puducherry,1434.5875,2.125,143.04,0.09000000000000001
2504,sesamum,2008,kharif,puducherry,1434.5875,0.64,143.04,0.09
2505,sesamum,2008,rabi,puducherry,1434.5875,0.8,143.04,0.09
2506,sesamum,2008,summer,puducherry,1434.5875,0.635,143.04,0.09000000000000001
2507,small millets,2008,kharif,puducherry,1434.5875,1.0,143.04,0.09
2508,sugarcane,2008,kharif,puducherry,1434.5875,79.25,143.04,0.09000000000000001
2509,sunflower,2008,kharif,puducherry,1434.5875,0.67,143.04,0.09000000000000001
2510,sweet potato,2008,rabi,puducherry,1434.5875,1.0,143.04,0.09
2511,tapioca,2008,kharif,puducherry,1434.5875,20.0,143.04,0.09
2512,tapioca,2008,rabi,puducherry,1434.5875,29.0,143.04,0.09
2513,turmeric,2008,rabi,puducherry,1434.5875,1.67,143.04,0.09000000000000001
2514,urad,2008,kharif,puducherry,1434.5875,0.76,143.04000000000002,0.09
2515,urad,2008,rabi,puducherry,1434.5875,0.525,143.04,0.09
2516,urad,2008,summer,puducherry,1434.5875,0.53,143.04,0.09000000000000001
2518,arhar/tur,2008,kharif,andhra pradesh,944.6,0.530909091,143.04,0.09
2519,arhar/tur,2008,rabi,andhra pradesh,944.6,0.56,143.04,0.09
2520,bajra,2008,kharif,andhra pradesh,944.6,1.134375,143.04,0.09
2521,bajra,2008,rabi,andhra pradesh,944.6,1.1875,143.04,0.09
2522,banana,2008,whole year,andhra pradesh,944.6,26.21611111,143.04,0.09
2523,cashewnut,2008,whole year,andhra pradesh,944.6,0.319230769,143.04,0.09
2524,castor seed,2008,kharif,andhra pradesh,944.6,0.586666667,143.04000000000002,0.09
2526,coriander,2008,whole year,andhra pradesh,944.6,0.585625,143.04,0.09000000000000001
2527,cotton(lint),2008,kharif,andhra pradesh,944.6,2.456363636,143.04,0.09
2528,dry chillies,2008,kharif,andhra pradesh,944.6,3.326818182,143.04,0.09
2529,dry chillies,2008,rabi,andhra pradesh,944.6,3.225,143.04,0.09
2530,ginger,2008,whole year,andhra pradesh,944.6,4.525555556,143.04,0.09000000000000001
2531,gram,2008,rabi,andhra pradesh,944.6,1.627619048,143.04000000000002,0.09
2532,groundnut,2008,kharif,andhra pradesh,944.6,1.040909091,143.04,0.09000000000000001
2533,groundnut,2008,rabi,andhra pradesh,944.6,2.036818182,143.04000000000002,0.09
2534,horse-gram,2008,kharif,andhra pradesh,944.6,0.489,143.04,0.09
2535,horse-gram,2008,rabi,andhra pradesh,944.6,0.448095238,143.04,0.09
2536,jowar,2008,kharif,andhra pradesh,944.6,1.798421053,143.04000000000002,0.09
2537,jowar,2008,rabi,andhra pradesh,944.6,2.484444444,143.04000000000002,0.09
2538,linseed,2008,rabi,andhra pradesh,944.6,0.384,143.04,0.09000000000000001
2539,maize,2008,kharif,andhra pradesh,944.6,3.601818182,143.04000000000002,0.09
2540,maize,2008,rabi,andhra pradesh,944.6,6.952727273,143.04,0.09
2541,mesta,2008,kharif,andhra pradesh,944.6,7.881666667,143.04,0.09
2542,moong(green gram),2008,kharif,andhra pradesh,944.6,0.436818182,143.04,0.09000000000000001
2543,moong(green gram),2008,rabi,andhra pradesh,944.6,0.582631579,143.04,0.09
2544,niger seed,2008,kharif,andhra pradesh,944.6,0.4625,143.04,0.09
2545,onion,2008,kharif,andhra pradesh,944.6,15.30888889,143.04,0.09000000000000001
2546,onion,2008,rabi,andhra pradesh,944.6,18.40631579,143.04,0.09
2547,other  rabi pulses,2008,rabi,andhra pradesh,944.6,1.066666667,143.04,0.09
2548,other kharif pulses,2008,kharif,andhra pradesh,944.6,0.5,143.04,0.09
2549,potato,2008,whole year,andhra pradesh,944.6,9.332,143.04,0.09
2550,ragi,2008,kharif,andhra pradesh,944.6,1.146153846,143.04000000000002,0.09
2551,ragi,2008,rabi,andhra pradesh,944.6,1.703636364,143.04,0.09
2552,rapeseed &mustard,2008,rabi,andhra pradesh,944.6,0.646,143.04,0.09
2553,rice,2008,kharif,andhra pradesh,944.6,2.913636364,143.03999998572996,0.09
2554,rice,2008,rabi,andhra pradesh,944.6,3.236818182,143.04,0.09000000000000001
2555,safflower,2008,rabi,andhra pradesh,944.6,0.5,143.04,0.09
2556,sesamum,2008,kharif,andhra pradesh,944.6,0.2495,143.04,0.09
2557,sesamum,2008,rabi,andhra pradesh,944.6,0.252105263,143.04,0.09
2558,small millets,2008,kharif,andhra pradesh,944.6,0.65,143.04,0.09
2559,small millets,2008,rabi,andhra pradesh,944.6,0.763333333,143.04,0.09
2560,soyabean,2008,kharif,andhra pradesh,944.6,1.362727273,143.04000000000002,0.09
2561,sugarcane,2008,whole year,andhra pradesh,944.6,81.6452381,143.04,0.09
2562,sunflower,2008,whole year,andhra pradesh,944.6,1.032727273,143.04,0.09000000000000001
2563,sweet potato,2008,whole year,andhra pradesh,944.6,8.952142857,143.04,0.09
2564,tapioca,2008,whole year,andhra pradesh,944.6,9.871428571,143.04,0.09
2565,tobacco,2008,whole year,andhra pradesh,944.6,4.74097561,143.04,0.09
2566,urad,2008,kharif,andhra pradesh,944.6,0.460526316,143.04,0.09000000000000001
2567,urad,2008,rabi,andhra pradesh,944.6,0.62,143.04,0.09000000000000001
2568,wheat,2008,rabi,andhra pradesh,944.6,1.026666667,143.04,0.09
2570,arhar/tur,2008,kharif,assam,2109.9,0.706296296,143.04,0.09
2571,banana,2008,whole year,assam,2109.9,13.89074074,143.04,0.09
2572,black pepper,2008,whole year,assam,2109.9,1.680384615,143.04,0.09
2573,castor seed,2008,kharif,assam,2109.9,0.433333333,143.04,0.09
2575,cotton(lint),2008,kharif,assam,2109.9,0.5688,143.04,0.09
2576,dry chillies,2008,whole year,assam,2109.9,0.62962963,143.04,0.09000000000000001
2577,ginger,2008,whole year,assam,2109.9,6.942592593,143.04,0.09000000000000001
2578,gram,2008,rabi,assam,2109.9,0.509259259,143.04,0.09000000000000001
2579,jute,2008,kharif,assam,2109.9,10.38925926,143.04,0.09
2580,linseed,2008,rabi,assam,2109.9,0.47125,143.04000000000002,0.09
2581,maize,2008,kharif,assam,2109.9,0.595555556,143.04,0.09000000000000001
2582,masoor,2008,rabi,assam,2109.9,0.5236,143.04,0.09
2583,mesta,2008,kharif,assam,2109.9,4.663913043,143.04,0.09
2584,moong(green gram),2008,rabi,assam,2109.9,0.43962963,143.04,0.09
2585,niger seed,2008,kharif,assam,2109.9,0.509565217,143.04,0.09
2586,onion,2008,whole year,assam,2109.9,2.381481481,143.04,0.09
2587,peas & beans (pulses),2008,rabi,assam,2109.9,0.632222222,143.04000000000002,0.09
2588,potato,2008,whole year,assam,2109.9,6.5,143.04,0.09
2589,rapeseed &mustard,2008,rabi,assam,2109.9,0.521111111,143.04,0.09000000000000001
2590,rice,2008,autumn,assam,2109.9,1.117777778,143.04,0.09
2591,rice,2008,summer,assam,2109.9,1.951153846,143.04,0.09
2592,rice,2008,winter,assam,2109.9,1.607407407,143.03999997744205,0.09
2593,sesamum,2008,kharif,assam,2109.9,0.499259259,143.04,0.09
2594,small millets,2008,kharif,assam,2109.9,0.494230769,143.04,0.09000000000000001
2595,sugarcane,2008,whole year,assam,2109.9,37.27,143.04,0.09
2596,sweet potato,2008,whole year,assam,2109.9,3.421481481,143.04,0.09
2597,tapioca,2008,whole year,assam,2109.9,4.509615385,143.04,0.09000000000000001
2598,tobacco,2008,whole year,assam,2109.9,0.649166667,143.04,0.09
2599,turmeric,2008,whole year,assam,2109.9,0.792962963,143.04000000000002,0.09
2600,urad,2008,rabi,assam,2109.9,0.600740741,143.04,0.09000000000000001
2601,wheat,2008,rabi,assam,2109.9,1.045769231,143.04,0.09000000000000001
2603,arhar/tur,2008,kharif,karnataka,1164.1,0.546153846,143.04,0.09000000000000001
2604,bajra,2008,kharif,karnataka,1164.1,0.633333333,143.04,0.09
2605,bajra,2008,rabi,karnataka,1164.1,0.94,143.04000000000002,0.09
2606,bajra,2008,summer,karnataka,1164.1,0.955,143.04,0.09
2607,banana,2008,whole year,karnataka,1164.1,20.47448276,143.04,0.09
2608,black pepper,2008,whole year,karnataka,1164.1,4.133571429,143.04,0.09
2609,cardamom,2008,whole year,karnataka,1164.1,0.067777778,143.04,0.09000000000000001
2610,cashewnut,2008,whole year,karnataka,1164.1,0.605,143.04,0.09000000000000001
2611,castor seed,2008,kharif,karnataka,1164.1,0.96826087,143.04,0.09000000000000001
2613,coriander,2008,whole year,karnataka,1164.1,0.549545455,143.04000000000002,0.09
2614,cotton(lint),2008,whole year,karnataka,1164.1,1.9425,143.04,0.09000000000000001
